"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"NJ","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","142","","01/01/2014","12/31/2014"
"NM","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","145","","01/01/2014","12/31/2014"
"NV","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","129","","01/01/2014","12/31/2014"
"NY","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","145","","01/01/2014","12/31/2014"
"OH","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","89","","01/01/2014","12/31/2014"
"OK","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","79","","01/01/2014","12/31/2014"
"OR","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","101","","01/01/2014","12/31/2014"
"PA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","106","","01/01/2014","12/31/2014"
"PR","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"RI","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","126","","01/01/2014","12/31/2014"
"SC","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","89","","01/01/2014","12/31/2014"
"SD","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","55","","01/01/2014","12/31/2014"
"TN","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","87","","01/01/2014","12/31/2014"
"TX","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","99","","01/01/2014","12/31/2014"
"UT","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","70","","01/01/2014","12/31/2014"
"VA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","90","","01/01/2014","12/31/2014"
"VI","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"VT","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","128","","01/01/2014","12/31/2014"
"WA","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","99","","01/01/2014","12/31/2014"
"WI","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","72","","01/01/2014","12/31/2014"
"WV","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","92","","01/01/2014","12/31/2014"
"WY","Emergency Department","ED2 - Admit decision time to emergency department departure time for admitted patient","ED_2b_OVERALL_MIN","71","","01/01/2014","12/31/2014"
"AK","Emergency Department","OP 18","OP_18b","135","","01/01/2014","12/31/2014"
"AL","Emergency Department","OP 18","OP_18b","130","","01/01/2014","12/31/2014"
"AR","Emergency Department","OP 18","OP_18b","129","","01/01/2014","12/31/2014"
"AS","Emergency Department","OP 18","OP_18b","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"AZ","Emergency Department","OP 18","OP_18b","174","","01/01/2014","12/31/2014"
"CA","Emergency Department","OP 18","OP_18b","165","","01/01/2014","12/31/2014"
"CO","Emergency Department","OP 18","OP_18b","141","","01/01/2014","12/31/2014"
"CT","Emergency Department","OP 18","OP_18b","142","","01/01/2014","12/31/2014"
"DC","Emergency Department","OP 18","OP_18b","201","","01/01/2014","12/31/2014"
"DE","Emergency Department","OP 18","OP_18b","163","","01/01/2014","12/31/2014"
"FL","Emergency Department","OP 18","OP_18b","149","","01/01/2014","12/31/2014"
"GA","Emergency Department","OP 18","OP_18b","146","","01/01/2014","12/31/2014"
"GU","Emergency Department","OP 18","OP_18b","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"HI","Emergency Department","OP 18","OP_18b","127","","01/01/2014","12/31/2014"
"IA","Emergency Department","OP 18","OP_18b","114","","01/01/2014","12/31/2014"
"ID","Emergency Department","OP 18","OP_18b","128","","01/01/2014","12/31/2014"
"IL","Emergency Department","OP 18","OP_18b","146","","01/01/2014","12/31/2014"
"IN","Emergency Department","OP 18","OP_18b","123","","01/01/2014","12/31/2014"
"KS","Emergency Department","OP 18","OP_18b","110","","01/01/2014","12/31/2014"
"KY","Emergency Department","OP 18","OP_18b","135","","01/01/2014","12/31/2014"
"LA","Emergency Department","OP 18","OP_18b","126","","01/01/2014","12/31/2014"
"MA","Emergency Department","OP 18","OP_18b","165","","01/01/2014","12/31/2014"
"MD","Emergency Department","OP 18","OP_18b","192","","01/01/2014","12/31/2014"
"ME","Emergency Department","OP 18","OP_18b","130","","01/01/2014","12/31/2014"
"MI","Emergency Department","OP 18","OP_18b","135","","01/01/2014","12/31/2014"
"MN","Emergency Department","OP 18","OP_18b","114","","01/01/2014","12/31/2014"
"MO","Emergency Department","OP 18","OP_18b","140","","01/01/2014","12/31/2014"
"MP","Emergency Department","OP 18","OP_18b","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"MS","Emergency Department","OP 18","OP_18b","112","","01/01/2014","12/31/2014"
"MT","Emergency Department","OP 18","OP_18b","120","","01/01/2014","12/31/2014"
"NC","Emergency Department","OP 18","OP_18b","150","","01/01/2014","12/31/2014"
"ND","Emergency Department","OP 18","OP_18b","124","","01/01/2014","12/31/2014"
"NE","Emergency Department","OP 18","OP_18b","127","","01/01/2014","12/31/2014"
"NH","Emergency Department","OP 18","OP_18b","147","","01/01/2014","12/31/2014"
"NJ","Emergency Department","OP 18","OP_18b","155","","01/01/2014","12/31/2014"
"NM","Emergency Department","OP 18","OP_18b","153","","01/01/2014","12/31/2014"
"NV","Emergency Department","OP 18","OP_18b","158","","01/01/2014","12/31/2014"
"NY","Emergency Department","OP 18","OP_18b","169","","01/01/2014","12/31/2014"
"OH","Emergency Department","OP 18","OP_18b","134","","01/01/2014","12/31/2014"
"OK","Emergency Department","OP 18","OP_18b","114","","01/01/2014","12/31/2014"
"OR","Emergency Department","OP 18","OP_18b","145","","01/01/2014","12/31/2014"
"PA","Emergency Department","OP 18","OP_18b","132","","01/01/2014","12/31/2014"
"PR","Emergency Department","OP 18","OP_18b","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"RI","Emergency Department","OP 18","OP_18b","146","","01/01/2014","12/31/2014"
"SC","Emergency Department","OP 18","OP_18b","137","","01/01/2014","12/31/2014"
"SD","Emergency Department","OP 18","OP_18b","116","","01/01/2014","12/31/2014"
"TN","Emergency Department","OP 18","OP_18b","132","","01/01/2014","12/31/2014"
"TX","Emergency Department","OP 18","OP_18b","135","","01/01/2014","12/31/2014"
"UT","Emergency Department","OP 18","OP_18b","127","","01/01/2014","12/31/2014"
"VA","Emergency Department","OP 18","OP_18b","145","","01/01/2014","12/31/2014"
"VI","Emergency Department","OP 18","OP_18b","Not Available","5 - Results are not available for this reporting period.","01/01/2014","12/31/2014"
"VT","Emergency Department","OP 18","OP_18b","144","","01/01/2014","12/31/2014"
"WA","Emergency Department","OP 18","OP_18b","146","","01/01/2014","12/31/2014"
"WI","Emergency Department","OP 18","OP_18b","128","","01/01/2014","12/31/2014"
"WV","Emergency Department","OP 18","OP_18b","146","","01/01/2014","12/31/2014"
"WY","Emergency Department","OP 18","OP_18b","122","","01/01/2014","12/31/2014"
"AK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","146","","01/01/2014","12/31/2014"
"AL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","106","","01/01/2014","12/31/2014"
"AR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","113","","01/01/2014","12/31/2014"
"AZ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","140","","01/01/2014","12/31/2014"
"CA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","133","","01/01/2014","12/31/2014"
"CO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","116","","01/01/2014","12/31/2014"
"CT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","124","","01/01/2014","12/31/2014"
"DC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"DE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"FL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","134","","01/01/2014","12/31/2014"
"GA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","119","","01/01/2014","12/31/2014"
"HI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","120","","01/01/2014","12/31/2014"
"IA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","112","","01/01/2014","12/31/2014"
"ID","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","123","","01/01/2014","12/31/2014"
"IL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","115","","01/01/2014","12/31/2014"
"IN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","114","","01/01/2014","12/31/2014"
"KS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","104","","01/01/2014","12/31/2014"
"KY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","116","","01/01/2014","12/31/2014"
"LA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","107","","01/01/2014","12/31/2014"
"MA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","130","","01/01/2014","12/31/2014"
"MD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","126","","01/01/2014","12/31/2014"
"ME","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","113","","01/01/2014","12/31/2014"
"MI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","117","","01/01/2014","12/31/2014"
"MN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","116","","01/01/2014","12/31/2014"
"MO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","113","","01/01/2014","12/31/2014"
"MS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","108","","01/01/2014","12/31/2014"
"MT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","109","","01/01/2014","12/31/2014"
"NC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","135","","01/01/2014","12/31/2014"
"ND","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","131","","01/01/2014","12/31/2014"
"NE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","106","","01/01/2014","12/31/2014"
"NH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","119","","01/01/2014","12/31/2014"
"NJ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","136","","01/01/2014","12/31/2014"
"NM","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","152","","01/01/2014","12/31/2014"
"NV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","142","","01/01/2014","12/31/2014"
"NY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","121","","01/01/2014","12/31/2014"
"OH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","108","","01/01/2014","12/31/2014"
"OK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","105","","01/01/2014","12/31/2014"
"OR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","131","","01/01/2014","12/31/2014"
"PA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","106","","01/01/2014","12/31/2014"
"PR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"RI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"SC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","99","","01/01/2014","12/31/2014"
"SD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","98","","01/01/2014","12/31/2014"
"TN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","113","","01/01/2014","12/31/2014"
"TX","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","110","","01/01/2014","12/31/2014"
"UT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","115","","01/01/2014","12/31/2014"
"VA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","126","","01/01/2014","12/31/2014"
"VI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"VT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","124","","01/01/2014","12/31/2014"
"WA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","125","","01/01/2014","12/31/2014"
"WI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","123","","01/01/2014","12/31/2014"
"WV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","125","","01/01/2014","12/31/2014"
"WY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_LOW_MIN","112","","01/01/2014","12/31/2014"
"AK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","118","","01/01/2014","12/31/2014"
"AL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","126","","01/01/2014","12/31/2014"
"AR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","143","","01/01/2014","12/31/2014"
"AZ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","173","","01/01/2014","12/31/2014"
"CA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","156.5","","01/01/2014","12/31/2014"
"CO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","158","","01/01/2014","12/31/2014"
"CT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","132","","01/01/2014","12/31/2014"
"DC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","189","","01/01/2014","12/31/2014"
"DE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","137","","01/01/2014","12/31/2014"
"FL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","140.5","","01/01/2014","12/31/2014"
"GA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","135","","01/01/2014","12/31/2014"
"HI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","138.5","","01/01/2014","12/31/2014"
"IA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","126.5","","01/01/2014","12/31/2014"
"ID","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","124.5","","01/01/2014","12/31/2014"
"IL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","148.5","","01/01/2014","12/31/2014"
"IN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","126","","01/01/2014","12/31/2014"
"KS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","132","","01/01/2014","12/31/2014"
"KY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","136","","01/01/2014","12/31/2014"
"LA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","134","","01/01/2014","12/31/2014"
"MA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","148","","01/01/2014","12/31/2014"
"MD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","172","","01/01/2014","12/31/2014"
"ME","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","141","","01/01/2014","12/31/2014"
"MI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","126","","01/01/2014","12/31/2014"
"MN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","134.5","","01/01/2014","12/31/2014"
"MO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","148","","01/01/2014","12/31/2014"
"MS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","108","","01/01/2014","12/31/2014"
"MT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","140","","01/01/2014","12/31/2014"
"NC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","133","","01/01/2014","12/31/2014"
"ND","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","120","","01/01/2014","12/31/2014"
"NE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","130","","01/01/2014","12/31/2014"
"NH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","152.5","","01/01/2014","12/31/2014"
"NJ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","161.5","","01/01/2014","12/31/2014"
"NM","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","138","","01/01/2014","12/31/2014"
"NV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","152","","01/01/2014","12/31/2014"
"NY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","158","","01/01/2014","12/31/2014"
"OH","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","130","","01/01/2014","12/31/2014"
"OK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","120","","01/01/2014","12/31/2014"
"OR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","157","","01/01/2014","12/31/2014"
"PA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","138.5","","01/01/2014","12/31/2014"
"PR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"RI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","159","","01/01/2014","12/31/2014"
"SC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","137.5","","01/01/2014","12/31/2014"
"SD","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","136.5","","01/01/2014","12/31/2014"
"TN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","130","","01/01/2014","12/31/2014"
"TX","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","149","","01/01/2014","12/31/2014"
"UT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","159","","01/01/2014","12/31/2014"
"VA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","133.5","","01/01/2014","12/31/2014"
"VI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"VT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","140","","01/01/2014","12/31/2014"
"WA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","156","","01/01/2014","12/31/2014"
"WI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","122","","01/01/2014","12/31/2014"
"WV","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","154","","01/01/2014","12/31/2014"
"WY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_MEDIUM_MIN","177.5","","01/01/2014","12/31/2014"
"AK","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","141.5","","01/01/2014","12/31/2014"
"AL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","170","","01/01/2014","12/31/2014"
"AR","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","168.5","","01/01/2014","12/31/2014"
"AZ","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","205","","01/01/2014","12/31/2014"
"CA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","177.5","","01/01/2014","12/31/2014"
"CO","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","144","","01/01/2014","12/31/2014"
"CT","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","162","","01/01/2014","12/31/2014"
"DC","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","220","","01/01/2014","12/31/2014"
"DE","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","170","","01/01/2014","12/31/2014"
"FL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","152","","01/01/2014","12/31/2014"
"GA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","178","","01/01/2014","12/31/2014"
"HI","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"IA","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","144","","01/01/2014","12/31/2014"
"ID","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","142","","01/01/2014","12/31/2014"
"IL","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","174","","01/01/2014","12/31/2014"
"IN","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","149.5","","01/01/2014","12/31/2014"
"KS","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","164.5","","01/01/2014","12/31/2014"
"KY","Emergency Department","OP18 - Median time from emergency department arrival to emergency department departure for discharged emergency department patients","OP_18b_HIGH_MIN","159.5","","01/01/2014","12/31/2014"
