ASC_Name,Provider_ID,NPI,City,State,ZIP_Code,ASC6_SSChecklist,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Nervous_System,ASC_7_Musculoskeletal,ASC_7_Skin,ASC_7_Genitourinary,ASC7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date
Sanford Health Detroit Lakes Same Day Surgery Center,24C0001074,1972883270,Detroit Lake,MN,56501,YES,1235,1117,58,11,48,1,0,,01/01/2012,12/31/2012
Health East Surgery Center - Maplewood,24C0001009,1992763932,Maplewood,MN,55109,YES,293,142,0,4,107,21,19,,01/01/2012,12/31/2012
Blue Ridge Surgical Center,26C0001072,1023010311,Kansas City,MO,64133,YES,3060,0,3060,0,0,0,0,,01/01/2012,12/31/2012
"Jcmg Surgery Center, Inc.",26C0001049,1023169380,Jefferson Ci,MO,65109,YES,6690,5640,290,141,597,22,0,,01/01/2012,12/31/2012
"Eye Surgery Center - Northland, LLC",26C0001118,1033162631,Kansas City,MO,64155,YES,1221,0,1221,0,0,0,0,,01/01/2012,12/31/2012
Ssm St. Clare Surgical Center,26C0001141,1033351119,Fenton,MO,63026,YES,4996,1306,1634,1682,237,137,0,,01/01/2012,12/31/2012
The Surgery Center of Poplar Bluff,26C0001073,1053300012,Poplar Bluff,MO,63901,YES,1013,0,1013,0,0,0,0,,01/01/2012,12/31/2012
Sedalia Surgery Center,26C0001065,1063493443,Sedalia,MO,65301,YES,2745,1167,1073,386,15,34,70,,01/01/2012,12/31/2012
"West Plains Ambulatory Surgery Center, LLC",26C0001100,1073509733,West Plains,MO,65775,YES,2944,380,1323,819,303,74,45,,01/01/2012,12/31/2012
"South County Surgical Center, LLC",26C0001132,1083884894,St. Louis,MO,63128,YES,6629,3146,1412,107,190,595,1179,,01/01/2012,12/31/2012
The Surgery Center of St. Joseph LLC,26C0001012,1104857523,Saint Joseph,MO,64506,YES,762,0,731,0,0,31,0,,01/01/2012,12/31/2012
"Regional Surgery Center, PC",26C0001026,1104868561,Joplin,MO,64804,YES,1748,0,1748,0,0,0,0,,01/01/2012,12/31/2012
Moberly Surgery Center,26C0001102,1144206665,Moberly,MO,65270,YES,987,335,0,276,118,1,257,,01/01/2012,12/31/2012
Creve Coeur Surgery Center,26C0001033,1154318517,Creve Coeur,MO,63141,YES,3938,0,0,0,3938,0,0,,01/01/2012,12/31/2012
St. Louis Women's Surgery Center,26C0001079,1154400471,Ballwin,MO,63011,YES,839,835,0,0,0,0,4,,01/01/2012,12/31/2012
"Creekwood Surgery Center, LP",26C0001021,1154474583,Kansas City,MO,64118,YES,2020,42,115,131,1718,14,0,,01/01/2012,12/31/2012
Saint Luke's Surgicenter - Lees Summit,26C0001095,1164486809,Lee’s Summit,MO,64086,YES,6321,4214,227,286,1040,10,544,,01/01/2012,12/31/2012
"Liberty Cataract Center, LLC",26C0001078,1225070527,Liberty,MO,64068,YES,2442,0,2339,0,0,103,0,,01/01/2012,12/31/2012
"Webster Ambulatory Surgery Center, LP",26C0001109,1235146325,Webster Grov,MO,63119,YES,845,0,0,35,809,0,1,,01/01/2012,12/31/2012
"Chesterfield ASC, LLC",26C0001143,1245566744,Chesterfield,MO,63017,YES,1156,0,0,0,0,1156,0,,01/01/2012,12/31/2012
"Chesterfield Ambulatory Surgery Center, LP",26C0001082,1255373601,Chesterfield,MO,63005,YES,1422,0,678,15,390,339,0,,01/01/2012,12/31/2012
"Auburn Surgery Center, Inc.",26C0001048,1265431670,Cape Girarde,MO,63703,YES,127,0,0,108,0,19,0,,01/01/2012,12/31/2012
Surgery Center of Columbia,26C0001088,1275545279,Columbia,MO,65201,YES,9156,318,2519,5773,499,47,0,,01/01/2012,12/31/2012
Cedar Oaks Surgery Center,26C0001103,1275564346,Warrensburg,MO,64093,YES,313,0,0,0,1,312,0,,01/01/2012,12/31/2012
Novamed Eye Surgery Center - North County,26C0001006,1285630160,Florissant,MO,63031,YES,2883,0,2883,0,0,0,0,,01/01/2012,12/31/2012
Murphy Watson Burr Surgery Center,26C0001043,1295782316,St. Joseph,MO,64506,YES,1902,0,1902,0,0,0,0,,01/01/2012,12/31/2012
Surgery Center  at Liberty Hospital,26C0001126,1336364231,Liberty,MO,64068,YES,961,176,0,46,420,67,252,,01/01/2012,12/31/2012
St. Mary's Surgical Center LLC,26C0001094,1346249604,Blue Springs,MO,64014,YES,1588,987,0,79,512,10,0,,01/01/2012,12/31/2012
"Physicians Surgery Center at Depaul, LLC",26C0001119,1346252210,Bridgeton,MO,63383,YES,1312,488,0,288,503,33,0,,01/01/2012,12/31/2012
Timberlake Surgery Center,26C0001071,1346292372,Chesterfield,MO,63017,YES,5501,0,0,1084,4310,107,0,,01/01/2012,12/31/2012
Briarcliff Surgery Center,26C0001069,1346383155,Kansas City,MO,64116,YES,1239,42,256,84,553,304,0,,01/01/2012,12/31/2012
Riverside Ambulatory Surgery Center,26C0001097,1366515504,Florissant,MO,63033,YES,9289,0,231,3949,2614,2495,0,,01/01/2012,12/31/2012
Mattax Neu Prater Surgery Center,26C0001029,1386604908,Springfield,MO,65804,YES,4074,0,4074,0,0,0,0,,01/01/2012,12/31/2012
The Endoscopy Center - North,26C0001041,1386616050,Kansas City,MO,64118,YES,4888,4888,0,0,0,0,0,,01/01/2012,12/31/2012
Gateway Endoscopy Center,26C0001116,1396063673,St. Louis,MO,63141,YES,7610,7610,0,0,0,0,0,,01/01/2012,12/31/2012
Frontenac Surgery & Spine Care Center,26C0001112,1396784252,Frontenac,MO,63131,YES,5878,0,0,5438,395,45,0,,01/01/2012,12/31/2012
The Endoscopy Center - East,26C0001038,1407828494,Independence,MO,64055,YES,3970,3970,0,0,0,0,0,,01/01/2012,12/31/2012
"Mid America Surgery Center, LLC",26C0001130,1417142084,Chesterfield,MO,63017,YES,1935,0,1935,0,0,0,0,,01/01/2012,12/31/2012
"Silver Springs Surgery Center, LLC",26C0001051,1437116274,Cape Girarde,MO,63703,YES,1294,0,760,185,93,256,0,,01/01/2012,12/31/2012
St. Louis Spine and Orthopedic Surgery Center,26C0001133,1457552846,Chesterfield,MO,63017,YES,5861,0,0,3376,2474,11,0,,01/01/2012,12/31/2012
"Manchester Ambulatory Surgery Center, LP",26C0001099,1477698009,Des Peres,MO,63131,YES,2577,598,386,219,536,838,0,,01/01/2012,12/31/2012
Des Peres Square Surgery Center,26C0001061,1497720882,St. Louis,MO,63131,YES,1107,0,0,301,806,0,0,,01/01/2012,12/31/2012
"Saint Luke’s GI Diagnostics, LLC",26C0001028,1508169921,Kansas City,MO,64111,YES,32399,32399,0,0,0,0,0,,01/01/2012,12/31/2012
Freeman Surgical Center,26C0001142,1508197039,Joplin,MO,64804,YES,6882,1457,2,5053,318,52,0,,01/01/2012,12/31/2012
"Four States Surgery Center, PC",26C0001053,1508813627,Joplin,MO,64804,YES,2185,1,2001,5,33,128,17,,01/01/2012,12/31/2012
"Plastic Surgery Center of St. Joseph, Inc.",26C0001081,1508862996,St. Joseph,MO,64506,YES,208,0,0,0,0,208,0,,01/01/2012,12/31/2012
Cmmp Surgical Center,26C0001042,1528060704,Jefferson Ci,MO,65101,YES,3282,208,2367,121,563,22,1,,01/01/2012,12/31/2012
"South County Outpatient Endoscopy Services, LP",26C0001060,1528210770,St. Louis,MO,63128,YES,5141,5141,0,0,0,0,0,,01/01/2012,12/31/2012
"Mercury Surgery Center, LLC",26C0001108,1538262118,St. Joseph,MO,64506,YES,958,0,0,0,0,0,958,,01/01/2012,12/31/2012
Surgery Center of Branson,26C0001120,1548359037,Branson,MO,65616,YES,717,0,717,0,0,0,0,,01/01/2012,12/31/2012
St Louis Eye Surgery & Laser Center,26C0001125,1548399561,St. Louis,MO,63131,YES,24974,0,23922,0,0,1052,0,,01/01/2012,12/31/2012
"Endoscopy & Colonoscopy Center, LLC",26C0001089,1558335448,Hazelwood,MO,63042,YES,4584,4584,0,0,0,0,0,,01/01/2012,12/31/2012
"Midwest Digestive Health Center, LLC",26C0001066,1558487009,Lee’s Summit,MO,64064,YES,4373,4373,0,0,0,0,0,,01/01/2012,12/31/2012
Advanced Ambulatory Surgical Care,26C0001087,1578566758,Creve Coeur,MO,63141,YES,2353,16,2,692,1608,35,0,,01/01/2012,12/31/2012
Tri-Lakes Surgery Center,26C0001104,1588659411,Branson,MO,65616,YES,555,0,517,0,0,38,0,,01/01/2012,12/31/2012
Bradford Pl Surgery and Laser,26C0001064,1588667208,Springfield,MO,65804,YES,2494,0,2494,0,0,0,0,,01/01/2012,12/31/2012
"Olive Ambulatory Surgery Center, LP",26C0001076,1588739858,St. Louis,MO,63141,YES,3294,0,0,157,1243,1894,0,,01/01/2012,12/31/2012
Northland Eye Surgery Center,26C0001113,1598879512,Liberty,MO,64068,YES,1233,0,1233,0,0,0,0,,01/01/2012,12/31/2012
Advanced Surgery Center,26C0001074,1619965324,St. Louis,MO,63141,YES,1808,0,1808,0,0,0,0,,01/01/2012,12/31/2012
"Ambulatory Surgical Center of St. Louis, LP",26C0001086,1619993425,Bridgeton,MO,63044,YES,3309,516,182,203,488,1920,0,,01/01/2012,12/31/2012
"Physicians Alliance, LC",26C0001055,1649269663,Cape Girarde,MO,63701,YES,2612,2,2032,119,426,33,0,,01/01/2012,12/31/2012
St. Louis Connectcare,26C0001121,1679797237,St. Louis,MO,63112,YES,1494,1393,0,0,0,101,0,,01/01/2012,12/31/2012
Sunset Hills Ambulatory Surgery Center,26C0001083,1689667248,Saint Louis,MO,63127,YES,786,0,0,338,403,45,0,,01/01/2012,12/31/2012
Old Tesson Surgery Center,26C0001138,1710066014,St. Louis,MO,63128,YES,2680,0,450,447,1470,313,0,,01/01/2012,12/31/2012
"Surgery Center of Independence, L.P.",26C0001114,1710910922,Independence,MO,64057,YES,7989,5404,105,489,1664,174,153,,01/01/2012,12/31/2012
"Northwest Missouri Ambulatory Surgery Center, LLC",26C0001057,1710982699,Hannibal,MO,63401,YES,5121,2234,0,723,1708,243,213,,01/01/2012,12/31/2012
"St. Louis Surgical Center, LC",26C0001093,1740245901,St. Louis,MO,63141,YES,2615,974,361,78,581,126,495,,01/01/2012,12/31/2012
Novamed Surgery Center of St. Peters,26C0001052,1780764829,St. Peters,MO,63376,YES,692,0,138,152,386,16,0,,01/01/2012,12/31/2012
Surgery Center of Farmington,26C0001054,1821074485,Farmington,MO,63640,YES,4386,1992,1764,437,172,21,0,,01/01/2012,12/31/2012
Mason Ridge Ambulatory Surgery Center,26C0001111,1821133133,St. Louis,MO,63141,YES,5357,2877,704,782,827,167,0,,01/01/2012,12/31/2012
"Washington Surgery Center, Inc.",26C0001106,1821219718,Washington,MO,63090,YES,1665,160,1418,0,6,27,54,,01/01/2012,12/31/2012
"Advanced Endoscopy Center, LLC",26C0001091,1831180272,Creve Coeur,MO,63141,YES,9403,9403,0,0,0,0,0,,01/01/2012,12/31/2012
"Liberty Ambulatory Surgery Center, LP",26C0001070,1831206085,Liberty,MO,64068,YES,2122,0,0,1326,690,26,80,,01/01/2012,12/31/2012
The Surgical Center at Columbia Orthopaedic Group,26C0001131,1831360247,Columbia,MO,65201,YES,5348,0,0,2264,3076,8,0,,01/01/2012,12/31/2012
"Discover Eye Surgery Center, LLC",26C0001022,1861485138,Independence,MO,64055,YES,3015,0,3015,0,0,0,0,,01/01/2012,12/31/2012
"Doctors' Park Surgery, Inc.",26C0001007,1861487324,Cape Girarde,MO,63703,YES,2925,680,392,3,222,369,1259,,01/01/2012,12/31/2012
St. Louis Spine Surgery Center,26C0001127,1861764771,Creve Coeur,MO,63141,YES,921,0,0,782,66,73,0,,01/01/2012,12/31/2012
"Ssm St Joseph Endoscopy Center, LLC",26C0001077,1871536037,Saint Peters,MO,63376,YES,7057,7057,0,0,0,0,0,,01/01/2012,12/31/2012
St. Charles Surgery Center,26C0001144,1891071072,St. Charles,MO,63301,YES,924,0,924,0,0,0,0,,01/01/2012,12/31/2012
St Joseph Center for Outpatient Surgery,26C0001075,1891759569,St. Joseph,MO,64506,YES,7707,6578,0,261,806,62,0,,01/01/2012,12/31/2012
"Surgicare of Kansas City, LLC",26C0001002,1912993833,Kansas City,MO,64132,YES,3010,0,5,678,2314,13,0,,01/01/2012,12/31/2012
Interventional Pain Center of Chesterfield,26C0001107,1922144484,Chesterfield,MO,63005,YES,2431,0,0,21,2410,0,0,,01/01/2012,12/31/2012
"Twin Cities Ambulatory Surgery Center, LP",26C0001117,1922255413,Festus,MO,63028,YES,4510,1928,1143,545,418,24,452,,01/01/2012,12/31/2012
The Endoscopy Center - Liberty,26C0001098,1942272851,Kansas City,MO,64158,YES,4501,4501,0,0,0,0,0,,01/01/2012,12/31/2012
Mid Rivers Ambulatory Surgery Center,26C0001080,1962405803,St. Peters,MO,63376,YES,2474,192,301,441,1496,44,0,,01/01/2012,12/31/2012
Novamed Surgery Center of Warrensburg,26C0001044,1962580266,Warrensburg,MO,64093,YES,2042,0,1850,0,0,192,0,,01/01/2012,12/31/2012
"32nd St Surgery Center, LLC",26C0001134,1962676304,Joplin,MO,64804,YES,3803,3012,475,0,119,194,3,,01/01/2012,12/31/2012
"Ga Endoscopy Center, LLC",26C0001137,1972778579,Cape Girarde,MO,63701,YES,4243,4243,0,0,0,0,0,,01/01/2012,12/31/2012
"Hattiesburg Surgery Center, LLC",25C0001076,1023343720,Hattiesburg,MS,39402,YES,237,235,0,0,0,2,0,,01/01/2012,12/31/2012
Mae Physicians Surgery Center,25C0001025,1033190129,Jackson,MS,39202,YES,8279,0,2467,3628,2108,76,0,,01/01/2012,12/31/2012
Premier Endoscopy Center,25C0001020,1053483735,Jackson,MS,39202,YES,4964,4964,0,0,0,0,0,,01/01/2012,12/31/2012
"Popp's Ferry Outpatient Surgery Center, LLC",25C0001075,1053649558,Biloxi,MS,39531,YES,150,0,150,0,0,0,0,,01/01/2012,12/31/2012
"Total Pain Care, LLC",25C0001066,1063445542,Meridian,MS,39301,YES,21901,0,0,21680,221,0,0,,01/01/2012,12/31/2012
"Desoto Eye Surgery Center, LLC",25C0001078,1073754602,Southaven,MS,38671,YES,316,0,310,0,0,6,0,,01/01/2012,12/31/2012
"Southern Eye Surgery Center, LLC",25C0001009,1073791158,Hattiesburg,MS,39402,YES,6327,0,5820,0,0,507,0,,01/01/2012,12/31/2012
Hattiesburg Clinic Ambulatory Surgery Center,25C0001037,1093736795,Hattiesburg,MS,39401,YES,17869,9253,0,387,2437,0,5792,,01/01/2012,12/31/2012
"Hogan Surgical Center, PA",25C0001038,1104829597,Gulfport,MS,39507,YES,723,0,706,0,0,17,0,,01/01/2012,12/31/2012
"Ocean Springs Surgical and Endoscopy Center, LLC",25C0001036,1134157225,Ocean Spring,MS,39564,YES,1748,877,360,228,10,36,237,,01/01/2012,12/31/2012
North Mississippi Pain Management,25C0001052,1134320831,Tupelo,MS,38801,YES,4518,0,0,4518,0,0,0,,01/01/2012,12/31/2012
"Gulf South Surgery Center, LLC",25C0001001,1154360501,Gulfport,MS,39501,YES,6665,3543,392,2117,399,214,0,,01/01/2012,12/31/2012
"Tupelo Surgery Center, LLC",25C0001040,1164472031,Tupelo,MS,38804,YES,2770,0,2770,0,0,0,0,,01/01/2012,12/31/2012
"Meridian Surgery Center, LLC",25C0001047,1184600736,Meridian,MS,39301,YES,5402,3382,1683,84,226,27,0,,01/01/2012,12/31/2012
Hattiesburg Eye Clinic Cataract and Lasik Surgery Ce,25C0001055,1215014022,Hattiesburg,MS,39402,YES,4218,0,4084,0,0,134,0,,01/01/2012,12/31/2012
Mississippi Foot and Surgical Center,25C0001026,1235209115,Jackson,MS,39216,YES,55,0,0,0,55,0,0,,01/01/2012,12/31/2012
"North Ms Ambulatory Surgery Center, LLC",25C0001005,1235240813,Tupelo,MS,38801,YES,3377,0,743,0,1985,649,0,,01/01/2012,12/31/2012
Gi Associates and Endoscopy Center,25C0001033,1245352327,Jackson,MS,39202,YES,20946,20946,0,0,0,0,0,,01/01/2012,12/31/2012
"St. Dominic Ambulatory Surgery Center, LLC",25C0001023,1255303517,Jackson,MS,39216,YES,1503,455,463,117,103,17,348,,01/01/2012,12/31/2012
Regional Surgical Centre,25C0001022,1275595746,Greenville,MS,38701,YES,9,0,0,0,0,9,0,,01/01/2012,12/31/2012
Cedar Lake Surgery Center,25C0001003,1295820249,Biloxi,MS,39532,YES,5618,1011,660,3059,766,122,0,,01/01/2012,12/31/2012
Better Living Endoscopy Center,25C0001012,1295824100,Vicksburg,MS,39180,YES,736,736,0,0,0,0,0,,01/01/2012,12/31/2012
"North Mississippi Spine Center, Inc.",25C0001060,1295827004,Batesville,MS,38606,YES,2833,0,0,2833,0,0,0,,01/01/2012,12/31/2012
"Eye Surgery and Laser Center, LLC",25C0001042,1336236710,Jackson,MS,39202,YES,2086,0,2086,0,0,0,0,,01/01/2012,12/31/2012
Gi Associates and Endoscopy Center,25C0001065,1366634669,Vicksburg,MS,39180,YES,2713,2713,0,0,0,0,0,,01/01/2012,12/31/2012
Mississippi Surgery Center,25C0001006,1396726097,Jackson,MS,39202,YES,4971,70,351,3013,1180,357,0,,01/01/2012,12/31/2012
Eye Laser and Surgery Center of Columbus,25C0001039,1396733945,Columbus,MS,39705,YES,1547,0,1547,0,0,0,0,,01/01/2012,12/31/2012
Desoto Surgery Center,25C0001056,1447225503,Southaven,MS,38671,YES,2906,483,559,897,714,65,188,,01/01/2012,12/31/2012
Columbus Orthopaedic Outpatient,25C0001046,1447271713,Columbus,MS,39705,YES,4466,0,0,3260,1203,3,0,,01/01/2012,12/31/2012
Oxford Surgery,25C0001034,1457350449,Oxford,MS,38655,YES,1843,319,277,304,895,46,2,,01/01/2012,12/31/2012
"The Plastic Surgical Center of Ms, LLC",25C0001045,1508847690,Flowood,MS,39232,YES,13193,0,0,0,3770,9423,0,,01/01/2012,12/31/2012
"Head and Neck Surgery Center, LLC",25C0001011,1508933797,Hattiesburg,MS,39404,YES,51,0,13,0,1,37,0,,01/01/2012,12/31/2012
"Center for Digestive Health, LLC",25C0001058,1538110713,Tupelo,MS,38801,YES,11280,11280,0,0,0,0,0,,01/01/2012,12/31/2012
"Comprehensive Pain Management, LLC",25C0001074,1548418320,Tupelo,MS,38801,YES,9780,0,0,9475,305,0,0,,01/01/2012,12/31/2012
Surgicare of Jackson,25C0001000,1558327213,Jackson,MS,39216,YES,8573,10,1173,6221,1126,31,12,,01/01/2012,12/31/2012
Gi Associates and Endoscopy Center,25C0001070,1558553859,Madison,MS,39110,YES,8107,8107,0,0,0,0,0,,01/01/2012,12/31/2012
Southern Urology Surgery Center,25C0001077,1578898276,Hattiesburg,MS,39402,YES,591,0,0,0,0,0,591,,01/01/2012,12/31/2012
Digestive Diseases Center of Hattiesburg,25C0001053,1598879009,Hattiesburg,MS,39402,YES,5632,5632,0,0,0,0,0,,01/01/2012,12/31/2012
Delta Endoscopy Center,25C0001021,1619923661,Southaven,MS,38671,YES,1888,1888,0,0,0,0,0,,01/01/2012,12/31/2012
Coleman Cataract & Eye Laser Surgery Center,25C0001041,1639177751,Greenwood,MS,38930,YES,2875,0,2875,0,0,0,0,,01/01/2012,12/31/2012
Coastal Eye Surgery Center,25C0001082,1669757761,Gulfport,MS,39503,YES,209,0,209,0,0,0,0,,01/01/2012,12/31/2012
"Laurel Surgery and Endoscopy Center, LLC",25C0001048,1689605826,Laurel,MS,39440,YES,7095,3378,1093,2377,242,5,0,,01/01/2012,12/31/2012
"Pain Consultants ASC, LLC",25C0001080,1699082875,Pascagoula,MS,39581,NO,3358,0,0,3358,0,0,0,,01/01/2012,12/31/2012
"Eye Care Surgery Center of Olive Branch, LLC",25C0001050,1720161771,Olive Branch,MS,38654,YES,329,0,329,0,0,0,0,,01/01/2012,12/31/2012
"Magnolia Endoscopy Center, LLC",25C0001043,1740264274,Corinth,MS,38834,YES,3570,3570,0,0,0,0,0,,01/01/2012,12/31/2012
Gulf Coast Outpatient Surgery Center,25C0001044,1740385632,Biloxi,MS,39531,YES,1919,37,0,1219,523,64,76,,01/01/2012,12/31/2012
Rayner Surgery Center,25C0001014,1750390548,Oxford,MS,38655,YES,3591,0,3591,0,0,0,0,,01/01/2012,12/31/2012
Newsouth Neurospine Pain Center,25C0001072,1770743031,Flowood,MS,39232,YES,6954,0,0,6911,43,0,0,,01/01/2012,12/31/2012
"Eye Care Surgery Center of Southaven, LLC",25C0001057,1780767673,Southaven,MS,38671,YES,681,0,681,0,0,0,0,,01/01/2012,12/31/2012
"East Mississippi Endoscopy Center, LLC",25C0001018,1780774745,Meridian,MS,39301,YES,3416,2988,0,0,0,0,428,,01/01/2012,12/31/2012
Meridian Plastic Surgery Center,25C0001064,1790714525,Meridian,MS,39301,YES,443,0,59,31,34,319,0,,01/01/2012,12/31/2012
"New Gulf Coast Surgery Center, LLC",25C0001015,1831240928,Ocean Spring,MS,39564,YES,8499,8068,0,283,81,4,63,,01/01/2012,12/31/2012
"Oxford Urocare, PLLC",25C0001079,1831413772,Oxford,MS,38655,YES,100,0,0,0,0,0,100,,01/01/2012,12/31/2012
Jackson Eye Institute,25C0001016,1841357704,Jackson,MS,39232,YES,1181,0,1181,0,0,0,0,,01/01/2012,12/31/2012
"Columbus Endoscopy Center, Inc.",25C0001029,1851312771,Columbus,MS,39705,YES,6300,6300,0,0,0,0,0,,01/01/2012,12/31/2012
Mississippi Coast Endoscopy and Ambulatory Surgery C,25C0001035,1891728382,Pascagoula,MS,39567,YES,1504,982,0,153,49,28,292,,01/01/2012,12/31/2012
Mississippi Eye Surgery Center,25C0001054,1891951885,Ocean Spring,MS,39564,YES,1214,0,1214,0,0,0,0,,01/01/2012,12/31/2012
Southern Surgery Center LLC,25C0001028,1912906157,Hattiesburg,MS,39401,YES,7965,0,0,4242,3643,80,0,,01/01/2012,12/31/2012
Lowery A. Woodall Outpatient Surgery,25C0001004,1922011501,Hattiesburg,MS,39401,YES,2362,104,1135,2,960,157,4,,01/01/2012,12/31/2012
Eye Surgical Center of Mississippi,25C0001061,1932207669,Flowood,MS,39232,YES,2209,0,2209,0,0,0,0,,01/01/2012,12/31/2012
Web Properties Inc.,27C0001007,1023079860,Billings,MT,59101,YES,614,0,614,0,0,0,0,,01/01/2012,12/31/2012
Rocky Mountain Eye Surgery Center,27C0001010,1093726796,Missoula,MT,59801,YES,3663,0,3663,0,0,0,0,,01/01/2012,12/31/2012
"Rocky Mountain Surgical Center, LLC",27C0001021,1275515157,Bozeman,MT,59715,YES,3810,1403,0,483,1924,0,0,,01/01/2012,12/31/2012
Orthopedic Centers of Montana Ambulatory Surgery Cen,27C0001023,1376876094,Great Falls,MT,59405,YES,3474,0,271,2295,908,0,0,,01/01/2012,12/31/2012
"Providence Surgery Center, LLC",27C0001012,1407860745,Missoula,MT,59802,YES,4053,4,0,3496,375,13,165,,01/01/2012,12/31/2012
Great Falls Clinic Surgery Center,27C0001016,1447251327,Great Falls,MT,59405,YES,4561,2541,1419,170,423,4,4,,01/01/2012,12/31/2012
"Same Day Surgery Center, LLC",27C0001005,1487684213,Bozeman,MT,59715,YES,1097,1,947,1,70,33,45,,01/01/2012,12/31/2012
Yellowstone Surgery Center,27C0001020,1497759955,Billings,MT,59101,YES,5781,77,40,4065,1341,38,220,,01/01/2012,12/31/2012
"Morledge Family Surgery Center, LLC",27C0001024,1578895207,Billings,MT,59102,YES,856,0,856,0,0,0,0,,01/01/2012,12/31/2012
Orthopedic Surgery Center,27C0001022,1588774574,Kalispell,MT,59901,YES,1230,0,0,562,668,0,0,,01/01/2012,12/31/2012
"Lagreca Eye Clinic, PC",27C0001002,1609882810,Billings,MT,59102,YES,202,0,202,0,0,0,0,,01/01/2012,12/31/2012
Missoula Bone & Joint Surgery Center,27C0001018,1639126303,Missoula,MT,59808,YES,2588,0,0,198,2073,317,0,,01/01/2012,12/31/2012
Big Sky Surgery Center,27C0001013,1639158645,Missoula,MT,59804,YES,4695,14,4,3552,1120,5,0,,01/01/2012,12/31/2012
"Summit Surgery Center, LLC",27C0001017,1770676447,Butte,MT,59701,YES,1561,499,465,386,209,0,2,,01/01/2012,12/31/2012
Montana Surgery Center,27C0001025,1811257918,Helena,MT,59601,YES,0,0,0,0,0,0,0,,01/01/2012,12/31/2012
Helena Surgicenter LLC,27C0001014,1841275211,Helena,MT,59601,YES,3310,358,898,207,1789,0,58,,01/01/2012,12/31/2012
"Pacific Cataract and Laser Institute, Inc.",27C0001019,1912174996,Great Falls,MT,59404,YES,610,0,610,0,0,0,0,,01/01/2012,12/31/2012
Northern Rockies Surgery Center,27C0001001,1962469544,Billings,MT,59101,YES,1449,1,1160,1,238,33,16,,01/01/2012,12/31/2012
Piedmont Endoscopy Center,34C0001028,1003858721,Winston Sale,NC,27103,YES,7944,7944,0,0,0,0,0,,01/01/2012,12/31/2012
Surgery Center of Pinehurst,34C0001114,1003860917,Pinehurst,NC,28374,YES,7321,54,95,5672,1148,134,218,,01/01/2012,12/31/2012
Novant Health Matthews Surgery Center,34C0001180,1013298926,Matthews,NC,28105,YES,124,0,0,79,44,1,0,,01/01/2012,12/31/2012
"Regional Medical Services, Inc",34C0001036,1033189360,Kitty Hawk,NC,27949,YES,1693,740,592,312,40,9,0,,01/01/2012,12/31/2012
"Wilmington Surgery Center, LP",34C0001038,1063416998,Wilmington,NC,28401,YES,7191,456,2806,881,2577,469,2,,01/01/2012,12/31/2012
East Carolina Gastroenterology,34C0001124,1063520070,Jacksonville,NC,28546,YES,1620,1620,0,0,0,0,0,,01/01/2012,12/31/2012
Carolina Digestive Endoscopy Center,34C0001136,1063584415,Charlotte,NC,28211,YES,7720,7720,0,0,0,0,0,,01/01/2012,12/31/2012
Novant Health Huntersville Same Day Surgery Center,34C0001168,1063641801,Winston-Sale,NC,27103,YES,811,12,675,54,68,1,1,,01/01/2012,12/31/2012
Cgs Endoscopy Center,34C0001157,1063667020,Wilson,NC,27896,YES,1813,1813,0,0,0,0,0,,01/01/2012,12/31/2012
Blue Ridge Surgery Center,34C0001017,1073578019,Raleigh,NC,27607,YES,5867,5,1088,2540,2094,125,15,,01/01/2012,12/31/2012
"Associated Health Services, Inc.",34C0001021,1093708315,Durham,NC,27704,YES,4495,589,1213,2186,434,2,71,,01/01/2012,12/31/2012
"Eye Surgery and Laser Clinic, Ins",34C0001010,1093779951,Concord,NC,28025,YES,3353,0,3353,0,0,0,0,,01/01/2012,12/31/2012
"Graystone Eye Surgery Center, LLC",34C0001025,1093960395,Hickory,NC,28602,YES,6438,0,6438,0,0,0,0,,01/01/2012,12/31/2012
Carolina Mountain Gastroenterology and Endoscopy Cen,34C0001153,1093993727,Hendersonvil,NC,28791,YES,5297,5297,0,0,0,0,0,,01/01/2012,12/31/2012
"Wnc Eye Surgery Center, Inc.",34C0001109,1104880723,Asheville,NC,28803,YES,4107,0,4107,0,0,0,0,,01/01/2012,12/31/2012
"Kinston Medical Specialists, PA, Endoscopy Center",34C0001166,1114904927,Kinston,NC,28501,YES,2905,2905,0,0,0,0,0,,01/01/2012,12/31/2012
Vidant Surgicenter,34C0001000,1124285515,Greenville,NC,27834,YES,13605,2632,3546,829,3944,1503,1151,,01/01/2012,12/31/2012
"Morganton Eye Physicians, PA",34C0001027,1134135213,Morganton,NC,28655,YES,2640,0,2478,0,0,162,0,,01/01/2012,12/31/2012
Boice-Willis Clinic Endoscopy Center,34C0001147,1144317470,Rocky Mount,NC,27804,YES,3288,3288,0,0,0,0,0,,01/01/2012,12/31/2012
Central Piedmont Surgery Center,34C0001178,1144528944,Asheboro,NC,27203,YES,758,102,285,0,247,0,124,,01/01/2012,12/31/2012
"Gastroenterology Associates, PA",34C0001119,1154442630,Hickory,NC,28601,YES,9805,9805,0,0,0,0,0,,01/01/2012,12/31/2012
