"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"PR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"RI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.906","","01/01/2014","12/31/2014"
"SC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.929","","01/01/2014","12/31/2014"
"SD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.054","","01/01/2014","12/31/2014"
"TN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.793","","01/01/2014","12/31/2014"
"TX","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.820","","01/01/2014","12/31/2014"
"UT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.187","","01/01/2014","12/31/2014"
"VA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.938","","01/01/2014","12/31/2014"
"VI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.031","","01/01/2014","12/31/2014"
"VT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.291","","01/01/2014","12/31/2014"
"WA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.898","","01/01/2014","12/31/2014"
"WI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.834","","01/01/2014","12/31/2014"
"WV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.063","","01/01/2014","12/31/2014"
"WY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.506","","01/01/2014","12/31/2014"
"AK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.050","","01/01/2014","12/31/2014"
"AL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.443","","01/01/2014","12/31/2014"
"AR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.948","","01/01/2014","12/31/2014"
"AS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"AZ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.896","","01/01/2014","12/31/2014"
"CA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.894","","01/01/2014","12/31/2014"
"CO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.989","","01/01/2014","12/31/2014"
"CT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.031","","01/01/2014","12/31/2014"
"DC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.888","","01/01/2014","12/31/2014"
"DE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.953","","01/01/2014","12/31/2014"
"FL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.716","","01/01/2014","12/31/2014"
"GA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.912","","01/01/2014","12/31/2014"
"GU","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"HI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.781","","01/01/2014","12/31/2014"
"IA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.104","","01/01/2014","12/31/2014"
"ID","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.065","","01/01/2014","12/31/2014"
"IL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.881","","01/01/2014","12/31/2014"
"IN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.747","","01/01/2014","12/31/2014"
"KS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.946","","01/01/2014","12/31/2014"
"KY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.088","","01/01/2014","12/31/2014"
"LA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.951","","01/01/2014","12/31/2014"
"MA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.181","","01/01/2014","12/31/2014"
"MD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.203","","01/01/2014","12/31/2014"
"ME","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.478","","01/01/2014","12/31/2014"
"MI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.041","","01/01/2014","12/31/2014"
"MN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.134","","01/01/2014","12/31/2014"
"MO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.696","","01/01/2014","12/31/2014"
"MP","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"MS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.606","","01/01/2014","12/31/2014"
"MT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.886","","01/01/2014","12/31/2014"
"NC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.871","","01/01/2014","12/31/2014"
"ND","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.119","","01/01/2014","12/31/2014"
"NE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.688","","01/01/2014","12/31/2014"
"NH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.376","","01/01/2014","12/31/2014"
"NJ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.174","","01/01/2014","12/31/2014"
"NM","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.552","","01/01/2014","12/31/2014"
"NV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.690","","01/01/2014","12/31/2014"
"NY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.127","","01/01/2014","12/31/2014"
"OH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.638","","01/01/2014","12/31/2014"
"OK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.426","","01/01/2014","12/31/2014"
"OR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.071","","01/01/2014","12/31/2014"
"PA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.973","","01/01/2014","12/31/2014"
"PR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"RI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.726","","01/01/2014","12/31/2014"
"SC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.067","","01/01/2014","12/31/2014"
"SD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.921","","01/01/2014","12/31/2014"
"TN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.724","","01/01/2014","12/31/2014"
"TX","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.722","","01/01/2014","12/31/2014"
"UT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.848","","01/01/2014","12/31/2014"
"VA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.861","","01/01/2014","12/31/2014"
"VI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"VT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.437","","01/01/2014","12/31/2014"
"WA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.822","","01/01/2014","12/31/2014"
"WI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.911","","01/01/2014","12/31/2014"
"WV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.161","","01/01/2014","12/31/2014"
"WY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.000","","01/01/2014","12/31/2014"
"AK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.328","","01/01/2014","12/31/2014"
"AL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.622","","01/01/2014","12/31/2014"
"AR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.304","","01/01/2014","12/31/2014"
"AS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"AZ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.155","","01/01/2014","12/31/2014"
"CA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.023","","01/01/2014","12/31/2014"
"CO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.373","","01/01/2014","12/31/2014"
"CT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.412","","01/01/2014","12/31/2014"
"DC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.846","","01/01/2014","12/31/2014"
"DE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.699","","01/01/2014","12/31/2014"
"FL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.853","","01/01/2014","12/31/2014"
"GA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.100","","01/01/2014","12/31/2014"
"GU","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"HI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","3.269","","01/01/2014","12/31/2014"
"IA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.606","","01/01/2014","12/31/2014"
"ID","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.023","","01/01/2014","12/31/2014"
"IL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.075","","01/01/2014","12/31/2014"
"IN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.984","","01/01/2014","12/31/2014"
"KS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.375","","01/01/2014","12/31/2014"
"KY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.373","","01/01/2014","12/31/2014"
"LA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.247","","01/01/2014","12/31/2014"
"MA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.544","","01/01/2014","12/31/2014"
"MD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.558","","01/01/2014","12/31/2014"
"ME","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.569","","01/01/2014","12/31/2014"
"MI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.275","","01/01/2014","12/31/2014"
"MN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.529","","01/01/2014","12/31/2014"
"MO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.916","","01/01/2014","12/31/2014"
"MP","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"MS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.876","","01/01/2014","12/31/2014"
"MT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.842","","01/01/2014","12/31/2014"
"NC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.072","","01/01/2014","12/31/2014"
"ND","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.125","","01/01/2014","12/31/2014"
"NE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.169","","01/01/2014","12/31/2014"
"NH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.022","","01/01/2014","12/31/2014"
"NJ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.460","","01/01/2014","12/31/2014"
"NM","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.312","","01/01/2014","12/31/2014"
"NV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.096","","01/01/2014","12/31/2014"
"NY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.304","","01/01/2014","12/31/2014"
"OH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.781","","01/01/2014","12/31/2014"
"OK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.661","","01/01/2014","12/31/2014"
"OR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.487","","01/01/2014","12/31/2014"
"PA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.154","","01/01/2014","12/31/2014"
"PR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"RI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.436","","01/01/2014","12/31/2014"
"SC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.370","","01/01/2014","12/31/2014"
"SD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.749","","01/01/2014","12/31/2014"
"TN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.926","","01/01/2014","12/31/2014"
"TX","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.833","","01/01/2014","12/31/2014"
"UT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.252","","01/01/2014","12/31/2014"
"VA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.090","","01/01/2014","12/31/2014"
"VI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"VT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.990","","01/01/2014","12/31/2014"
"WA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.131","","01/01/2014","12/31/2014"
"WI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.212","","01/01/2014","12/31/2014"
"WV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.729","","01/01/2014","12/31/2014"
"WY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.317","","01/01/2014","12/31/2014"
"AK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.385","","01/01/2014","12/31/2014"
"AL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.307","","01/01/2014","12/31/2014"
"AR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.671","","01/01/2014","12/31/2014"
"AS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"AZ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.683","","01/01/2014","12/31/2014"
"CA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.778","","01/01/2014","12/31/2014"
"CO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.692","","01/01/2014","12/31/2014"
"CT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.733","","01/01/2014","12/31/2014"
"DC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.360","","01/01/2014","12/31/2014"
"DE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.484","","01/01/2014","12/31/2014"
"FL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.596","","01/01/2014","12/31/2014"
"GA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.749","","01/01/2014","12/31/2014"
"GU","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"HI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.869","","01/01/2014","12/31/2014"
"IA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.730","","01/01/2014","12/31/2014"
"ID","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.495","","01/01/2014","12/31/2014"
"IL","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.714","","01/01/2014","12/31/2014"
"IN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.555","","01/01/2014","12/31/2014"
"KS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.626","","01/01/2014","12/31/2014"
"KY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.850","","01/01/2014","12/31/2014"
"LA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.711","","01/01/2014","12/31/2014"
"MA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.886","","01/01/2014","12/31/2014"
"MD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.913","","01/01/2014","12/31/2014"
"ME","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.777","","01/01/2014","12/31/2014"
"MI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.841","","01/01/2014","12/31/2014"
"MN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.821","","01/01/2014","12/31/2014"
"MO","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.519","","01/01/2014","12/31/2014"
"MP","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"MS","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.404","","01/01/2014","12/31/2014"
"MT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.359","","01/01/2014","12/31/2014"
"NC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.700","","01/01/2014","12/31/2014"
"ND","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.520","","01/01/2014","12/31/2014"
"NE","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.373","","01/01/2014","12/31/2014"
"NH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.096","","01/01/2014","12/31/2014"
"NJ","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.933","","01/01/2014","12/31/2014"
"NM","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.998","","01/01/2014","12/31/2014"
"NV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.408","","01/01/2014","12/31/2014"
"NY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.969","","01/01/2014","12/31/2014"
"OH","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.515","","01/01/2014","12/31/2014"
"OK","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.261","","01/01/2014","12/31/2014"
"OR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.750","","01/01/2014","12/31/2014"
"PA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.813","","01/01/2014","12/31/2014"
"PR","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"RI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.318","","01/01/2014","12/31/2014"
"SC","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.818","","01/01/2014","12/31/2014"
"SD","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.428","","01/01/2014","12/31/2014"
"TN","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.557","","01/01/2014","12/31/2014"
"TX","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.622","","01/01/2014","12/31/2014"
"UT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.551","","01/01/2014","12/31/2014"
"VA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.670","","01/01/2014","12/31/2014"
"VI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2014","12/31/2014"
"VT","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.583","","01/01/2014","12/31/2014"
"WA","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.582","","01/01/2014","12/31/2014"
"WI","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.670","","01/01/2014","12/31/2014"
"WV","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","0.746","","01/01/2014","12/31/2014"
"WY","SSI: Abdominal Lower Confidence Limit","HAI_4_CI_LOWER","-","","01/01/2014","12/31/2014"
"AK","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.298","","01/01/2014","12/31/2014"
"AL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.143","","01/01/2014","12/31/2014"
"AR","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.103","","01/01/2014","12/31/2014"
"AS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"AZ","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.944","","01/01/2014","12/31/2014"
"CA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.766","","01/01/2014","12/31/2014"
"CO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.520","","01/01/2014","12/31/2014"
"CT","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.643","","01/01/2014","12/31/2014"
"DC","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.934","","01/01/2014","12/31/2014"
"DE","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.059","","01/01/2014","12/31/2014"
"FL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.060","","01/01/2014","12/31/2014"
"GA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.051","","01/01/2014","12/31/2014"
"GU","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"HI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.714","","01/01/2014","12/31/2014"
"IA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.734","","01/01/2014","12/31/2014"
"ID","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.371","","01/01/2014","12/31/2014"
"IL","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.722","","01/01/2014","12/31/2014"
"IN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.756","","01/01/2014","12/31/2014"
"KS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.557","","01/01/2014","12/31/2014"
"KY","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.230","","01/01/2014","12/31/2014"
"LA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.091","","01/01/2014","12/31/2014"
"MA","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.517","","01/01/2014","12/31/2014"
"MD","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","1.269","","01/01/2014","12/31/2014"
"ME","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.436","","01/01/2014","12/31/2014"
"MI","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.980","","01/01/2014","12/31/2014"
"MN","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.361","","01/01/2014","12/31/2014"
"MO","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.740","","01/01/2014","12/31/2014"
"MP","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","Not Available","12 - This measure does not apply to this hospital for this reporting period.","01/01/2014","12/31/2014"
"MS","Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections)","HAI_5_SIR","0.842","","01/01/2014","12/31/2014"
